Article,Cs,FA,MA,Pb,I,Br,Perovskite,structure,bandgap,substrate,ETL,ETL-2,ETLthickness,HTL,HTLthickness,electrode,depositionProcedure,depositionMethod,Anti-solvent,PrecursorSolvent,AnnealingTemperature,AnnealingTime,Jsc,Voc,FF,PCE
"Jacobsson, T. J.; Correa-Baena, J.-P.; Pazoki, M.; Saliba, M.; Schenk, K.; Gratzel, M.; Hagfeldt, A. Exploration of the Compositional Space for Mixed Lead Halogen Perovskites for High Efficiency Solar Cells. Energy Environ. Sci. 2016, 9, 1706– 1724,  DOI: 10.1039/C6EE00030D",0.0,0.33,0.67,1.0,0.5,2.5,FA2/6MA4/6 Pb Br2.5I0.5,1,2.14,FTO,c-TiO2,mp-TiO2,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,4.4,0.99,0.66,2.9
"Jacobsson, T. J.; Correa-Baena, J.-P.; Pazoki, M.; Saliba, M.; Schenk, K.; Gratzel, M.; Hagfeldt, A. Exploration of the Compositional Space for Mixed Lead Halogen Perovskites for High Efficiency Solar Cells. Energy Environ. Sci. 2016, 9, 1706– 1724,  DOI: 10.1039/C6EE00030D",0.0,0.33,0.67,1.0,0.0,3.0,FA2/6MA4/6 Pb Br3,1,2.29,FTO,c-TiO2,mp-TiO2,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,6.4,1.35,0.72,6.4
"Jacobsson, T. J.; Correa-Baena, J.-P.; Pazoki, M.; Saliba, M.; Schenk, K.; Gratzel, M.; Hagfeldt, A. Exploration of the Compositional Space for Mixed Lead Halogen Perovskites for High Efficiency Solar Cells. Energy Environ. Sci. 2016, 9, 1706– 1724,  DOI: 10.1039/C6EE00030D",0.0,0.17,0.83,1.0,3.0,0.0,FA1/6MA5/6 Pb I3,1,1.59,FTO,c-TiO2,mp-TiO2,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,18.8,1.05,0.6,11.8
"Jacobsson, T. J.; Correa-Baena, J.-P.; Pazoki, M.; Saliba, M.; Schenk, K.; Gratzel, M.; Hagfeldt, A. Exploration of the Compositional Space for Mixed Lead Halogen Perovskites for High Efficiency Solar Cells. Energy Environ. Sci. 2016, 9, 1706– 1724,  DOI: 10.1039/C6EE00030D",0.0,0.17,0.83,1.0,2.5,0.5,FA1/6MA5/6 Pb Br0.5I2.5,1,1.63,FTO,c-TiO2,mp-TiO2,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,22.7,1.04,0.68,16.0
"Jacobsson, T. J.; Correa-Baena, J.-P.; Pazoki, M.; Saliba, M.; Schenk, K.; Gratzel, M.; Hagfeldt, A. Exploration of the Compositional Space for Mixed Lead Halogen Perovskites for High Efficiency Solar Cells. Energy Environ. Sci. 2016, 9, 1706– 1724,  DOI: 10.1039/C6EE00030D",0.0,0.17,0.83,1.0,2.0,1.0,FA1/6MA5/6 Pb Br1I2,1,1.76,FTO,c-TiO2,mp-TiO2,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,16.7,1.12,0.65,12.2
"Jacobsson, T. J.; Correa-Baena, J.-P.; Pazoki, M.; Saliba, M.; Schenk, K.; Gratzel, M.; Hagfeldt, A. Exploration of the Compositional Space for Mixed Lead Halogen Perovskites for High Efficiency Solar Cells. Energy Environ. Sci. 2016, 9, 1706– 1724,  DOI: 10.1039/C6EE00030D",0.0,0.17,0.83,1.0,1.5,1.5,FA1/6MA5/6 Pb Br1.5I1.5,1,1.86,FTO,c-TiO2,mp-TiO2,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,10.3,1.07,0.79,8.7
"Jacobsson, T. J.; Correa-Baena, J.-P.; Pazoki, M.; Saliba, M.; Schenk, K.; Gratzel, M.; Hagfeldt, A. Exploration of the Compositional Space for Mixed Lead Halogen Perovskites for High Efficiency Solar Cells. Energy Environ. Sci. 2016, 9, 1706– 1724,  DOI: 10.1039/C6EE00030D",0.0,0.17,0.83,1.0,1.0,2.0,FA1/6MA5/6 Pb Br2I1,1,1.99,FTO,c-TiO2,mp-TiO2,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,5.1,0.94,0.74,3.5
"Jacobsson, T. J.; Correa-Baena, J.-P.; Pazoki, M.; Saliba, M.; Schenk, K.; Gratzel, M.; Hagfeldt, A. Exploration of the Compositional Space for Mixed Lead Halogen Perovskites for High Efficiency Solar Cells. Energy Environ. Sci. 2016, 9, 1706– 1724,  DOI: 10.1039/C6EE00030D",0.0,0.17,0.83,1.0,0.5,2.5,FA1/6MA5/6 Pb Br2.5I0.5,1,2.15,FTO,c-TiO2,mp-TiO2,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,2.8,0.95,0.86,2.3
"Jacobsson, T. J.; Correa-Baena, J.-P.; Pazoki, M.; Saliba, M.; Schenk, K.; Gratzel, M.; Hagfeldt, A. Exploration of the Compositional Space for Mixed Lead Halogen Perovskites for High Efficiency Solar Cells. Energy Environ. Sci. 2016, 9, 1706– 1724,  DOI: 10.1039/C6EE00030D",0.0,0.17,0.83,1.0,0.0,3.0,FA1/6MA5/6 Pb Br3,1,2.3,FTO,c-TiO2,mp-TiO2,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,6.3,1.37,0.81,7.1
"Jacobsson, T. J.; Correa-Baena, J.-P.; Pazoki, M.; Saliba, M.; Schenk, K.; Gratzel, M.; Hagfeldt, A. Exploration of the Compositional Space for Mixed Lead Halogen Perovskites for High Efficiency Solar Cells. Energy Environ. Sci. 2016, 9, 1706– 1724,  DOI: 10.1039/C6EE00030D",0.0,0.0,1.0,1.0,3.0,0.0,MA Pb I3,1,1.59,FTO,c-TiO2,mp-TiO2,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,21.2,0.91,0.54,10.3
"Jacobsson, T. J.; Correa-Baena, J.-P.; Pazoki, M.; Saliba, M.; Schenk, K.; Gratzel, M.; Hagfeldt, A. Exploration of the Compositional Space for Mixed Lead Halogen Perovskites for High Efficiency Solar Cells. Energy Environ. Sci. 2016, 9, 1706– 1724,  DOI: 10.1039/C6EE00030D",0.0,0.0,1.0,1.0,2.5,0.5,MA Pb Br0.5I2.5,1,1.66,FTO,c-TiO2,mp-TiO2,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,18.3,1.1,0.66,13.2
"Jacobsson, T. J.; Correa-Baena, J.-P.; Pazoki, M.; Saliba, M.; Schenk, K.; Gratzel, M.; Hagfeldt, A. Exploration of the Compositional Space for Mixed Lead Halogen Perovskites for High Efficiency Solar Cells. Energy Environ. Sci. 2016, 9, 1706– 1724,  DOI: 10.1039/C6EE00030D",0.0,0.0,1.0,1.0,2.0,1.0,MA Pb Br1I2,1,1.7,FTO,c-TiO2,mp-TiO2,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,13.2,0.96,0.67,8.5
"Jacobsson, T. J.; Correa-Baena, J.-P.; Pazoki, M.; Saliba, M.; Schenk, K.; Gratzel, M.; Hagfeldt, A. Exploration of the Compositional Space for Mixed Lead Halogen Perovskites for High Efficiency Solar Cells. Energy Environ. Sci. 2016, 9, 1706– 1724,  DOI: 10.1039/C6EE00030D",0.0,0.0,1.0,1.0,1.5,1.5,MA Pb Br1.5I1.5,1,1.87,FTO,c-TiO2,mp-TiO2,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,6.6,1.12,1.17,8.6
"Jacobsson, T. J.; Correa-Baena, J.-P.; Pazoki, M.; Saliba, M.; Schenk, K.; Gratzel, M.; Hagfeldt, A. Exploration of the Compositional Space for Mixed Lead Halogen Perovskites for High Efficiency Solar Cells. Energy Environ. Sci. 2016, 9, 1706– 1724,  DOI: 10.1039/C6EE00030D",0.0,0.0,1.0,1.0,1.0,2.0,MA Pb Br2I1,1,2.03,FTO,c-TiO2,mp-TiO2,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,4,1.1,1.43,6.3
"Jacobsson, T. J.; Correa-Baena, J.-P.; Pazoki, M.; Saliba, M.; Schenk, K.; Gratzel, M.; Hagfeldt, A. Exploration of the Compositional Space for Mixed Lead Halogen Perovskites for High Efficiency Solar Cells. Energy Environ. Sci. 2016, 9, 1706– 1724,  DOI: 10.1039/C6EE00030D",0.0,0.0,1.0,1.0,0.5,2.5,MA Pb Br2.5I0.5,1,2.16,FTO,c-TiO2,mp-TiO2,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,3,1.07,1.07,3.5
"Jacobsson, T. J.; Correa-Baena, J.-P.; Pazoki, M.; Saliba, M.; Schenk, K.; Gratzel, M.; Hagfeldt, A. Exploration of the Compositional Space for Mixed Lead Halogen Perovskites for High Efficiency Solar Cells. Energy Environ. Sci. 2016, 9, 1706– 1724,  DOI: 10.1039/C6EE00030D",0.0,0.0,1.0,1.0,0.0,3.0,MA Pb Br3,1,2.31,FTO,c-TiO2,mp-TiO2,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,5.9,1.41,0.67,5.6
"Y. Yu, C. Wang, C. R. Grice, N. Shrestha, J. Chen, D. Zhao, W. Liao, A. J. Cimaroli, P. J. Roland, R. J. Ellingson, Y. Yan, ChemSusChem 2016, 9, 3288.",0.2,0.8,0.0,1.0,3.0,0.0,FA0.8Cs0.2PbI3,1,1.574,FTO,SnO2,C,,spiro,,Au,one-step,spin,diethyl ether,DMF/DMSO,150.0,10.0,21.73,1.03,0.7237,16.18
"LUO P, ZHOU S, ZHOU Y, et al. Fabrication of CsxFA1–xPbI3 Mixed-Cation Perovskites via Gas-Phase-Assisted Compositional Modulation for Efficient and Stable Photovoltaic Devices [J]. ACS Applied Materials & Interfaces, 2017, 9(49): 42708-16.",0.0,1.0,0.0,1.0,3.0,0.0,FAPbI3,1,1.48,FTO,c-TiO2,,,spiro,,Ag,one-step,spin,,DMF/DMSO,185.0,30.0,15.28 ,0.72,0.36 ,3.94
"LUO P, ZHOU S, ZHOU Y, et al. Fabrication of CsxFA1–xPbI3 Mixed-Cation Perovskites via Gas-Phase-Assisted Compositional Modulation for Efficient and Stable Photovoltaic Devices [J]. ACS Applied Materials & Interfaces, 2017, 9(49): 42708-16.",0.1,0.9,0.0,1.0,3.0,0.0,Cs0.1FA0.9PbI3,1,1.53,FTO,c-TiO2,,,spiro,,Ag,one-step,spin,,DMF/DMSO,185.0,30.0,22.25 ,0.69,0.45 ,6.82
"LUO P, ZHOU S, ZHOU Y, et al. Fabrication of CsxFA1–xPbI3 Mixed-Cation Perovskites via Gas-Phase-Assisted Compositional Modulation for Efficient and Stable Photovoltaic Devices [J]. ACS Applied Materials & Interfaces, 2017, 9(49): 42708-16.",0.15,0.85,0.0,1.0,3.0,0.0,Cs0.15FA0.85PbI3,1,1.54,FTO,c-TiO2,,,spiro,,Ag,one-step,spin,,DMF/DMSO,185.0,30.0,22.61 ,0.86,0.64 ,12.35
"LUO P, ZHOU S, ZHOU Y, et al. Fabrication of CsxFA1–xPbI3 Mixed-Cation Perovskites via Gas-Phase-Assisted Compositional Modulation for Efficient and Stable Photovoltaic Devices [J]. ACS Applied Materials & Interfaces, 2017, 9(49): 42708-16.",0.2,0.8,0.0,1.0,3.0,0.0,Cs0.2FA0.8PbI3,1,1.55,FTO,c-TiO2,,,spiro,,Ag,one-step,spin,,DMF/DMSO,185.0,30.0,20.75 ,0.7,0.53 ,7.67
"LUO P, ZHOU S, ZHOU Y, et al. Fabrication of CsxFA1–xPbI3 Mixed-Cation Perovskites via Gas-Phase-Assisted Compositional Modulation for Efficient and Stable Photovoltaic Devices [J]. ACS Applied Materials & Interfaces, 2017, 9(49): 42708-16.",0.25,0.75,0.0,1.0,3.0,0.0,Cs0.25FA0.75PbI3,1,1.54,FTO,c-TiO2,,,spiro,,Ag,one-step,spin,,DMF/DMSO,185.0,30.0,22.61 ,0.83,0.51 ,9.48
"Zhang, X., Liu, J., Song, Z., Zuo, W., Fan, Z., He, X., Luo, K., Ye, Q. and Liao, C. (2019), Tuning Bandgap of Mixed-Halide Perovskite for Improved Photovoltaic Performance Under Monochromatic-Light Illumination. Phys. Status Solidi A, 216: 1800727. ",0.0,0.85,0.15,1.0,2.85,0.15,FA0.85MA0.15PbI2.85Br0.15,1,1.55,ITO,TiO2,,,spiro,,Au,one-step,spin,CB,DMF/DMSO,100.0,10.0,20.96,1.01,0.61,14.29
"Zhang, X., Liu, J., Song, Z., Zuo, W., Fan, Z., He, X., Luo, K., Ye, Q. and Liao, C. (2019), Tuning Bandgap of Mixed-Halide Perovskite for Improved Photovoltaic Performance Under Monochromatic-Light Illumination. Phys. Status Solidi A, 216: 1800727. ",0.0,0.85,0.15,1.0,2.7,0.3,FA0.85MA0.15PbI2.7Br0.3,1,1.58,ITO,TiO2,,,spiro,,Au,one-step,spin,CB,DMF/DMSO,100.0,10.0,21.3,1.06,0.7,15.3
"Zhang, X., Liu, J., Song, Z., Zuo, W., Fan, Z., He, X., Luo, K., Ye, Q. and Liao, C. (2019), Tuning Bandgap of Mixed-Halide Perovskite for Improved Photovoltaic Performance Under Monochromatic-Light Illumination. Phys. Status Solidi A, 216: 1800727. ",0.0,0.85,0.15,1.0,2.55,0.45,FA0.85MA0.15PbI2.55Br0.45,1,1.6,ITO,TiO2,,,spiro,,Au,one-step,spin,CB,DMF/DMSO,100.0,10.0,20.77,1.04,0.68,14.08
"Zhang, X., Liu, J., Song, Z., Zuo, W., Fan, Z., He, X., Luo, K., Ye, Q. and Liao, C. (2019), Tuning Bandgap of Mixed-Halide Perovskite for Improved Photovoltaic Performance Under Monochromatic-Light Illumination. Phys. Status Solidi A, 216: 1800727. ",0.0,0.85,0.15,1.0,2.4,0.6,FA0.85MA0.15PbI2.4Br0.6,1,1.62,ITO,TiO2,,,spiro,,Au,one-step,spin,CB,DMF/DMSO,100.0,10.0,20.18,1.05,0.54,9.79
"Zhang, X., Liu, J., Song, Z., Zuo, W., Fan, Z., He, X., Luo, K., Ye, Q. and Liao, C. (2019), Tuning Bandgap of Mixed-Halide Perovskite for Improved Photovoltaic Performance Under Monochromatic-Light Illumination. Phys. Status Solidi A, 216: 1800727. ",0.0,0.85,0.15,1.0,2.25,0.75,FA0.85MA0.15PbI2.25Br0.75,1,1.65,ITO,TiO2,,,spiro,,Au,one-step,spin,CB,DMF/DMSO,100.0,10.0,17.91,1.07,0.64,11.17
"Zhang, X., Liu, J., Song, Z., Zuo, W., Fan, Z., He, X., Luo, K., Ye, Q. and Liao, C. (2019), Tuning Bandgap of Mixed-Halide Perovskite for Improved Photovoltaic Performance Under Monochromatic-Light Illumination. Phys. Status Solidi A, 216: 1800727. ",0.0,0.85,0.15,1.0,2.1,0.9,FA0.85MA0.15PbI2.1Br0.9,1,1.68,ITO,TiO2,,,spiro,,Au,one-step,spin,CB,DMF/DMSO,100.0,10.0,17.71,1.1,0.65,10.04
"Zhang, X., Liu, J., Song, Z., Zuo, W., Fan, Z., He, X., Luo, K., Ye, Q. and Liao, C. (2019), Tuning Bandgap of Mixed-Halide Perovskite for Improved Photovoltaic Performance Under Monochromatic-Light Illumination. Phys. Status Solidi A, 216: 1800727. ",0.0,0.85,0.15,1.0,1.95,1.05,FA0.85MA0.15PbI1.95Br1.05,1,1.72,ITO,TiO2,,,spiro,,Au,one-step,spin,CB,DMF/DMSO,100.0,10.0,17.86,1.1,0.65,12.11
"Zhang, X., Liu, J., Song, Z., Zuo, W., Fan, Z., He, X., Luo, K., Ye, Q. and Liao, C. (2019), Tuning Bandgap of Mixed-Halide Perovskite for Improved Photovoltaic Performance Under Monochromatic-Light Illumination. Phys. Status Solidi A, 216: 1800727. ",0.0,0.85,0.15,1.0,1.8,1.2,FA0.85MA0.15PbI1.8Br1.2,1,1.76,ITO,TiO2,,,spiro,,Au,one-step,spin,CB,DMF/DMSO,100.0,10.0,15.8,1.11,0.56,8.32
"Zhang, X., Liu, J., Song, Z., Zuo, W., Fan, Z., He, X., Luo, K., Ye, Q. and Liao, C. (2019), Tuning Bandgap of Mixed-Halide Perovskite for Improved Photovoltaic Performance Under Monochromatic-Light Illumination. Phys. Status Solidi A, 216: 1800727. ",0.0,0.85,0.15,1.0,1.65,1.35,FA0.85MA0.15PbI1.65Br1.35,1,1.8,ITO,TiO2,,,spiro,,Au,one-step,spin,CB,DMF/DMSO,100.0,10.0,17.27,1.12,0.59,11.59
"Zhang, X., Liu, J., Song, Z., Zuo, W., Fan, Z., He, X., Luo, K., Ye, Q. and Liao, C. (2019), Tuning Bandgap of Mixed-Halide Perovskite for Improved Photovoltaic Performance Under Monochromatic-Light Illumination. Phys. Status Solidi A, 216: 1800727. ",0.0,0.9,0.1,1.0,2.7,0.3,FA0.9MA0.1PbI2.7Br0.3,1,1.59,ITO,TiO2,,,spiro,,Au,one-step,spin,CB,DMF/DMSO,100.0,10.0,21.5,1.03,0.59,15.3
"Zhang, X., Liu, J., Song, Z., Zuo, W., Fan, Z., He, X., Luo, K., Ye, Q. and Liao, C. (2019), Tuning Bandgap of Mixed-Halide Perovskite for Improved Photovoltaic Performance Under Monochromatic-Light Illumination. Phys. Status Solidi A, 216: 1800727. ",0.0,0.85,0.15,1.0,2.55,0.45,FA0.85MA0.15PbI2.55Br0.45,1,1.6,ITO,TiO2,,,spiro,,Au,one-step,spin,CB,DMF/DMSO,100.0,10.0,20.77,1.04,0.68,14.47
"Zhang, X., Liu, J., Song, Z., Zuo, W., Fan, Z., He, X., Luo, K., Ye, Q. and Liao, C. (2019), Tuning Bandgap of Mixed-Halide Perovskite for Improved Photovoltaic Performance Under Monochromatic-Light Illumination. Phys. Status Solidi A, 216: 1800727. ",0.0,0.8,0.2,1.0,2.4,0.6,FA0.8MA0.2PbI2.4Br0.6,1,1.64,ITO,TiO2,,,spiro,,Au,one-step,spin,CB,DMF/DMSO,100.0,10.0,20.48,1.03,0.64,13.48
"Zhang, X., Liu, J., Song, Z., Zuo, W., Fan, Z., He, X., Luo, K., Ye, Q. and Liao, C. (2019), Tuning Bandgap of Mixed-Halide Perovskite for Improved Photovoltaic Performance Under Monochromatic-Light Illumination. Phys. Status Solidi A, 216: 1800727. ",0.0,0.75,0.25,1.0,2.25,0.75,FA0.75MA0.25PbI2.25Br0.75,1,1.67,ITO,TiO2,,,spiro,,Au,one-step,spin,CB,DMF/DMSO,100.0,10.0,20.88,1.05,0.57,15.83
"Zhang, X., Liu, J., Song, Z., Zuo, W., Fan, Z., He, X., Luo, K., Ye, Q. and Liao, C. (2019), Tuning Bandgap of Mixed-Halide Perovskite for Improved Photovoltaic Performance Under Monochromatic-Light Illumination. Phys. Status Solidi A, 216: 1800727. ",0.0,0.7,0.3,1.0,2.1,0.9,FA0.7MA0.3PbI2.1Br0.9,1,1.69,ITO,TiO2,,,spiro,,Au,one-step,spin,CB,DMF/DMSO,100.0,10.0,17.97,1.07,0.62,12.58
"Zhang, X., Liu, J., Song, Z., Zuo, W., Fan, Z., He, X., Luo, K., Ye, Q. and Liao, C. (2019), Tuning Bandgap of Mixed-Halide Perovskite for Improved Photovoltaic Performance Under Monochromatic-Light Illumination. Phys. Status Solidi A, 216: 1800727. ",0.0,0.65,0.35,1.0,1.95,1.05,FA0.65MA0.35PbI1.95Br1.05,1,1.73,ITO,TiO2,,,spiro,,Au,one-step,spin,CB,DMF/DMSO,100.0,10.0,18.5,1.09,0.68,13.95
"Zhang, X., Liu, J., Song, Z., Zuo, W., Fan, Z., He, X., Luo, K., Ye, Q. and Liao, C. (2019), Tuning Bandgap of Mixed-Halide Perovskite for Improved Photovoltaic Performance Under Monochromatic-Light Illumination. Phys. Status Solidi A, 216: 1800727. ",0.0,0.6,0.4,1.0,1.8,1.2,FA0.6MA0.4PbI1.8Br1.2,1,1.77,ITO,TiO2,,,spiro,,Au,one-step,spin,CB,DMF/DMSO,100.0,10.0,17.21,1.1,0.59,12.19
"Zhang, X., Liu, J., Song, Z., Zuo, W., Fan, Z., He, X., Luo, K., Ye, Q. and Liao, C. (2019), Tuning Bandgap of Mixed-Halide Perovskite for Improved Photovoltaic Performance Under Monochromatic-Light Illumination. Phys. Status Solidi A, 216: 1800727. ",0.0,0.55,0.45,1.0,1.65,1.35,FA0.55MA0.45PbI1.65Br1.35,1,1.81,ITO,TiO2,,,spiro,,Au,one-step,spin,CB,DMF/DMSO,100.0,10.0,17.38,1.1,0.6,12.33
"Zhang, X., Liu, J., Song, Z., Zuo, W., Fan, Z., He, X., Luo, K., Ye, Q. and Liao, C. (2019), Tuning Bandgap of Mixed-Halide Perovskite for Improved Photovoltaic Performance Under Monochromatic-Light Illumination. Phys. Status Solidi A, 216: 1800727. ",0.0,0.5,0.5,1.0,1.5,1.5,FA0.5MA0.5PbI1.5Br1.5,1,1.84,ITO,TiO2,,,spiro,,Au,one-step,spin,CB,DMF/DMSO,100.0,10.0,16.19,1.11,0.59,11.1
"YI C, LUO J, MELONI S, et al. Entropic stabilization of mixed A-cation ABX3 metal halide perovskites for high performance perovskite solar cells [J]. Energy & Environmental Science, 2016, 9(2): 656-62.",0.0,1.0,0.0,1.0,3.0,0.0,FAPbI3,1,,FTO,c-TiO2,mp-TiO2,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,10.0,21.4,0.809,0.592,10.4
"YI C, LUO J, MELONI S, et al. Entropic stabilization of mixed A-cation ABX3 metal halide perovskites for high performance perovskite solar cells [J]. Energy & Environmental Science, 2016, 9(2): 656-63.",0.2,0.8,0.0,1.0,3.0,0.0,Cs0.2FA0.8PbI3,1,1.56,FTO,c-TiO2,mp-TiO2,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,10.0,21.5,1.017,0.701,15.69
"YI C, LUO J, MELONI S, et al. Entropic stabilization of mixed A-cation ABX3 metal halide perovskites for high performance perovskite solar cells [J]. Energy & Environmental Science, 2016, 9(2): 656-64.",0.2,0.8,0.0,1.0,2.84,0.16,Cs0.2FA0.8PbI2.84Br0.16,1,1.58,FTO,c-TiO2,mp-TiO2,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,10.0,21.9,1.073,0.742,17.35
"M. M. Tavakoli, F. Giordano, S. M. Zakeeruddin and M. Gratzel, Nano Lett, 2018, 18, 2428- 2434.",0.05,0.83,0.12,1.0,2.61,0.39,Cs0.05MA0.12FA0.83PbI2.61Br0.39,1,1.61,FTO,c-TiO2,mp-TiO2,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,50.0,22.21,1.097,0.785,19.11
"M. M. Tavakoli, F. Giordano, S. M. Zakeeruddin and M. Gratzel, Nano Lett, 2018, 18, 2428- 2434.",0.05,0.83,0.12,1.0,2.61,0.39,Cs0.05MA0.12FA0.83PbI2.61Br0.39,1,1.61,FTO,c-TiO2,mp-TiO2/SnO2-NCs,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,50.0,21.83,1.135,0.684,16.92
"M. M. Tavakoli, F. Giordano, S. M. Zakeeruddin and M. Gratzel, Nano Lett, 2018, 18, 2428- 2434.",0.05,0.83,0.12,1.0,2.61,0.39,Cs0.05MA0.12FA0.83PbI2.61Br0.39,1,1.61,FTO,c-TiO2,mp-TiO2/a-SnO2,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,50.0,22.51,1.168,0.776,20.2
"Abdi-Jalebi, M., Andaji-Garmaroudi, Z., Cacovich, S. et al. Maximizing and stabilizing luminescence from halide perovskites with potassium passivation. Nature 555, 497–501 (2018). ",0.06,0.79,0.15,1.0,2.55,0.45,Cs0.06FA0.79MA0.15Pb(I0.85Br0.15)3,1,1.59,FTO,c-TiO2,mp-TiO2,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,60.0,22.6,1.05,0.73,17.3
"Abdi-Jalebi, M., Andaji-Garmaroudi, Z., Cacovich, S. et al. Maximizing and stabilizing luminescence from halide perovskites with potassium passivation. Nature 555, 497–501 (2018). ",0.06,0.79,0.15,1.0,1.2,1.8,Cs0.06FA0.79MA0.15Pb(I0.4Br0.6)3,1,1.83,FTO,c-TiO2,mp-TiO2,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,60.0,15.3,1.12,0.72,12.3
"M. Deepa, M. Salado, L. Calio, S. Kazim, S. M. Shivaprasad and S. Ahmad, Phys Chem Chem Phys, 2017, 19, 4069-4077",0.0,0.85,0.15,1.0,2.55,0.45,MA0.15FA0.85PbI2.55Br0.45,1,1.62,FTO,c-TiO2,mp-TiO2,,spiro,,Au,one-step,spin,CB,DMF/DMSO,100.0,60.0,21.47,1.027,0.6916,15.24
"M. Deepa, M. Salado, L. Calio, S. Kazim, S. M. Shivaprasad and S. Ahmad, Phys Chem Chem Phys, 2017, 19, 4069-4077",0.05,0.8075,0.1425,1.0,2.55,0.45,Cs0.05MA0.1425FA0.8075PbI2.55Br0.45,1,1.612,FTO,c-TiO2,mp-TiO2,,spiro,,Au,one-step,spin,CB,DMF/DMSO,100.0,60.0,21.7,1.055,0.7548,17.1
"M. Deepa, M. Salado, L. Calio, S. Kazim, S. M. Shivaprasad and S. Ahmad, Phys Chem Chem Phys, 2017, 19, 4069-4077",0.1,0.765,0.135,1.0,2.55,0.45,Cs0.1MA0.135FA0.765PbI2.55Br0.45,1,1.611,FTO,c-TiO2,mp-TiO2,,spiro,,Au,one-step,spin,CB,DMF/DMSO,100.0,60.0, 21.28,1.061,0.6955,15.71
"L. Gil-Escrig, C. Momblona, M.-G. La-Placa, P. P. Boix, M. Sessolo and H. J. Bolink, Advanced Energy Materials, 2018, 8",0.5,0.5,0.0,1.0,2.49,0.51,Cs0.5FA0.5Pb(I0.83Br0.17)3,1,1.62,ITO,C60,,,TaTm,,Au,Vacuum Deposited,,,,,,17.6,0.846,0.57,8.5
"L. Gil-Escrig, C. Momblona, M.-G. La-Placa, P. P. Boix, M. Sessolo and H. J. Bolink, Advanced Energy Materials, 2018, 8",0.5,0.4,0.1,1.0,2.49,0.51,Cs0.5FA0.4MA0.1Pb(I0.83Br0.17)3,1,1.7,ITO,C60,,,TaTm,,Au,Vacuum Deposited,,,,,,17,1.146,0.82,16.0
"G. Longo, C. Momblona, M.-G. La-Placa, L. Gil-Escrig, M. Sessolo and H. J. Bolink, ACS Energy Letters, 2017, 3, 214-219.",0.0,0.0,1.0,1.0,3.0,0.0,MAPbI3,1,1.6,ITO,C60,,,TaTm,,Au,Vacuum Deposited,,,,,,19.6,1.094,0.812,17.4
"G. Longo, C. Momblona, M.-G. La-Placa, L. Gil-Escrig, M. Sessolo and H. J. Bolink, ACS Energy Letters, 2017, 3, 214-219.",0.0,0.0,1.0,1.0,2.4,0.6,MAPbBr0.6I2.4,1,1.72,ITO,C60,,,TaTm,,Au,Vacuum Deposited,,,,,,17.3,1.104,0.819,15.6
"G. Longo, C. Momblona, M.-G. La-Placa, L. Gil-Escrig, M. Sessolo and H. J. Bolink, ACS Energy Letters, 2017, 3, 214-219.",0.0,0.0,1.0,1.0,1.5,1.5,MAPbBr1.5I1.5,1,1.87,ITO,C60,,,TaTm,,Au,Vacuum Deposited,,,,,,10.5,1.206,0.791,10.0
"Z. Yang, C.-C. Chueh, P.-W. Liang, M. Crump, F. Lin, Z. Zhu and A. K. Y. Jen, Nano Energy",0.0,0.0,1.0,1.0,3.0,0.0,MAPbI3,0,1.61,ITO,C60,PCBM,,NiOx,,Ag,two-step,spin,toluene,DMF/DMSO,100.0,10.0,20.13,1.05,0.73,15.43
"Z. Yang, C.-C. Chueh, P.-W. Liang, M. Crump, F. Lin, Z. Zhu and A. K. Y. Jen, Nano Energy",0.0,0.3,0.7,1.0,3.0,0.0,MA0.7FA0.3PbI3,0,1.57,ITO,C60,PCBM,,NiOx,,Ag,two-step,spin,toluene,DMF/DMSO,100.0,10.0,21.47,1.02,0.75,16.42
